sellerName,sGender,sClass,sOccupation,seLocale,svName,svEthnicity,svGender,svAge,buyerName,bGender,bClass,bOccupation,bLocale,pL,pD,pF,pS,Year,Date,Title
Antonio Salvo,male,artefices,notarius,,,,female,18,Cosma Griffo,male,foreign,,Pisa,90,,,,1408,1408,"Bartolomeo Gatto, register 10, volume II, 1408, fol. 8r"
Antonio Scarella,male,,,,Jacobino,Russian,male,20,Matteo di ser Antonio,male,foreign,,Florence,90,,,,1444,1444,"Branca Bagnara, filza 8, series I, nr. 261"
Antonio Spinola,male,nobiles,,,Maddalena,Abkhazan,female,22,Pellegro de Prato,male,foreign,,Prato,100,,,,1410,1410,"Giuliano Canella, register 2, volume II, 1410–1411, fol. 41r"
Antonio Spinola,male,nobiles,,,Maddalena,Jewish,female,14,Stefano Gentile,male,nobili,,,30,,,,1495,1495,"Nicolò Raggi, filza 22, nr. 206"
Antonio Squarciafico,male,nobiles,,,Lucia,Russian,female,14,Andalòne Valencone,male,artefici,macarolius,,64,,,,1412,1412,"Giuliano Canella, register 3, 1412–1413, fol. 186r"
Antonio Tana,male,,,,Maria,Russian,female,20,Giuliano Dando,male,artefici,,Rivarolo Ligure,142.35,,,142 l. 7s,1438,1438,"Antonio Fazio, filza 5, series II, nr. 231"
Antonio Vinciguerra,male,artefices,tabernarius,,Giovanni,Moorish,male,18,Desmas de Rechexe,male,foreign,,Barcelona,66,,,,1496,1496,"Nicolò Raggi, filza 23, nr. 553"
Antonio Viviano,male,nobiles,,,Cristina,Tartaran,female,36,Linò Calvi,male,nobili,,,70,,,,1405,1405,"Andreolo Caito, register 6, 1370–1409, fol. 17r"
Antoniotto Campofregoso,male,mercantes,,,Margherita,Russian,female,18,Bernardo Dala the attorney of Giovanni Sul of Barcelona,male,foreign,legum doctor,Barcelona,,,,,1449,1449-03-13,"Bartolomeo Risso, filza 1, series II, nr. 30"
"Argenta Lomellini, the wife of humanist Cipriano de Mari",female,nobiles,,,Caterina,Russian,female,30,Matteo Centurione,male,nobili,,,140,,,,1449,1449-07-11,"Antonio Fazio, filza 13, series II, nr. 291"
Argenta Spinola,female,nobiles,,,Sofia,Tartaran,female,28,Eligio Guirardi,male,mercanti,,,125,,,,1444,1444,"Antonio Fazio, filza 8, series II, nr. 313"
Argentina de Monte,female,,,,Margherita,Russian,female,17,Simone Calvi,male,nobili,,,150,,,,1437,1437-02-26,"Antonio Fazio, filza 5, series I, nr. 37"
Baldassare Negrone,male,nobiles,,,Maria,Bosnian,female,17,Ceva Doria,female,nobili,,,275,,,,1486,1486,"Tommaso Duracino, filza 26, series I, nr. 97"
Baldassare Negrone,male,nobiles,,,Bianca,Moorish,female,16,Giovanni Battista de Fazio q. Raffaele,male,artefici,scaterius,,160,,,160 palmi of black velvet,1500,1500-02-21,"Giovanni de Benedetti, filza 6, nr. 674"
Baldassare Usodimare q. Meliano,male,nobiles,,,Giorgino,Circassian,male,20,Dego de Basulto,male,foreign,,Biscay,,45,,45 dc.,1457,1457-07-04,"Tommaso Duracino, filza 3, series I, nr. 204"
Baliano de Sancto Sisto,male,mercantes,,,Marta,Circassian,female,20,Antonio da Monza,male,artefici,,,160,,,,1452,1452-05-10,"Bartolomeo Risso, filza 2, series II, nr. 160"
Baliano Pinelli,male,nobiles,,,Anna,Russian,female,25,Antonio del Carretto,male,nobili,,,145,,,,1432,1432,"Branca Bagnara, filza 18, nr. 5"
Barnaba de Ferraris,male,artefices,notarius,,Maria,Abkhazan,female,13,Battista Reiaso,male,artefici,faber,,115,,,,1431,1431,"Antonio Fazio, filza 2, series II, nr. 324"
Barnaba de Goano,male,mercantes,legum doctor,,Martino,Bulgarian,male,20,the prior of the monastery of San Matteo,male,religious,,,75,,,,1425,1425,"Giovanni Pineto, filza 7, nr. 34"
Barnaba Gambone,male,nobiles,,,Margherita,Mingrelian,female,13,Bresano de Crovaria,male,,,,113.19,,,113 l. 3 s. 10 d.,1430,1430,"Antonio Fazio, filza 2, series II, nr. 258"
Barnaba Spinola,male,nobiles,,,Francesca,Moorish,female,25,Giovanni Battista Grollerio,male,,,,200,,,,1497,1497,"Antonio Pastorino, filza 12, nr. 427"
Bartolomeo de Cruce,male,artefices,faber,,Carza,Tartaran,female,13,Pietro Ameto,male,foreign,,Barcelona,32,,,,1370,1370-07-09,"Andreolo Caito, register 1, volume II, 1370, fol. 1r"
Bartolomeo Basadonna,male,mercantes,,,Caterina,Russian,female,16,Jaime Fabreges,male,foreign,,Barcelona,,,,,1434,1434-04-01,"Branca Bagnara, filza 3, series I, nr. 122 *"
Bartolomeo Bertoloto,male,nobiles,,,Andrea,Tartaran,male,20,Lombardo Brignole,male,mercanti,,,65,,,,1402,1402,"Bartolomeo Gatto, register 9, volume II, 1402–1406, fol. 128v"
Bartolomeo Blancardo,male,artefices,speciarius,,Maria,Russian,female,40,Gaspare Pizzorno,male,artefici,scaterius,,40,,,"40 ""paghe"" of San Giorgio.",1451,1451-10-13,"Paolo de Recco, filza 5, series I, item dated 1451-10-13"
Bartolomeo Blanco,male,mercantes,notarius,,Maddalena,Circassian,female,36,Antonio de Goano,male,mercanti,notarius,,111.5,,,111 l. 10 s.,1418,1418,"Lorenzo Villa, filza 2, nr. 274"
Bartolomeo Bondonario,male,mercantes,,,Margherita,Russian,female,26,Gabriele Camilla,male,nobili,,,125,,,,1427,1427,"Antonio Fazio, filza 2, series I, nr. 216"
Bartolomeo Campofregoso,male,mercantes,,,Anna,Russian,female,22,Agostino de Zuchis,male,artefici,scaterius,Savona,150,,,,1439,1439,"Antonio Fazio, filza 6, series I, nr. 377"
Bartolomeo Cattaneo,male,nobiles,,,Elena,Bulgarian,female,22,Valentino Garigo,male,foreign,,Barcelona,140,,,,1427,1427,"Branca Bagnara, filza 1, series I, nr. 188"
Bartolomeo Cattaneo,male,nobiles,,,Anna,Tartaran,female,18,Battista Giustiniani,male,mercanti,,,100,,,,1408,1408,"Bartolomeo Gatto, register 10, volume II, 1408, fol. 3v"
Bartolomeo Cattaneo,male,nobiles,,,Elena,Bulgarian,female,22,Valentino Garigo,male,foreign,,Barcelona,140,,,,1427,1427-07-22,"Branca Bagnara, filza 1, series I, nr. 188 *"
Bartolomeo Cicala,male,nobiles,,,Lucia,,female,35,Bartolomeo Frevante,male,artefici,notarius,,80,,,,1453,1453-01-08,"Bartolomeo Risso, filza 6, nr. 187"
Bartolomeo Corso,male,mercantes,barberius,,Maria,Russian,female,28,Matteo de Lerma,male,artefici,iuponerius,,165,,,,1467,1467-05-21,"Battista Parisola, filza 4, nr. 382"
Bartolomeo Crivelli,male,foreign,,Milano,,Moorish,,18,Simone Arrigono,male,foreign,,Milano,,19,,19 dc.,1487,1487,"Nicolò Raggi, filza 17, nr. 514"
Bartolomeo de Coregio,male,nobiles,,,Margherita,Abkhazan,female,22,Gaspare Gentile,male,nobili,,,118,,,,1427,1427-04-01,"Branca Bagnara, register 3, 1426–1428, fol. 90r–v"
Bartolomeo de Groleriis,male,,,,Francesca,Moorish,female,25,Dorino Grimaldi,male,nobili,,,203,,,,1498,1498,"Antonio Pastorino, filza 13, nr. 456"
Bartolomeo de Sancto Miniato,male,artefices,filator sete,,Lucia,Abkhazan,female,10,Bartolomeo de Portu Mauricio,male,foreign,,Portomaurizio,115,,,,1431,1431-06-23,"Branca Bagnara, register 4, 1429–1431, fols. 175v–176r"
Bartolomeo de Sexto,male,mercantes,,,Marta,Russian,female,18,Agostino de Camulio,male,mercanti,,,130,,,,1435,1435,"Lorenzo Villa, filza 1, nr. 41"
Bartolomeo de Sexto,male,artefices,faber,,Jacobinio,Russian,male,10,Bartolomeo Gizones,male,foreign,,Mallorca,96.3,,,96 l. 6 s.,1430,1430,"Branca Bagnara, filza 1, series II, nr. 273"
Bartolomeo de Zoalio,male,mercantes,,,Margherita,Abkhazan,female,20,Bartolomeo Pico,male,mercanti,,,140,,,,1451,1451,"Antonio Fazio, filza 14, series I, nr. 17"
Bartolomeo Doria,male,nobiles,,,Margherita,Bosnian,female,25,Giacomo Cafferoto,male,artefici,,,235,,,,1490,1490,"Lorenzo Costa, filza 14, nr. 134"
Bartolomeo Doria,male,nobiles,,,,,,,Argenta Salvagi abbess of the monastery of San Sepolcro in Sampierdarena,female,religious,,Sampierdarena,130,,,,1450,1450-07-18,"Giovanni Loggia, filza 1, series II, nr. 94"
Bartolomeo Ermetico,male,mercantes,,,Maria,Russian,female,22,Matteo de Fornari,male,mercanti,,,135,,,,1435,1435,"Antonio Fazio, filza 4, series I, nr. 71"
Bartolomeo Fransono,male,nobiles,,,Maddalena,Bosnian,female,14,Francesco Giustiniani,male,mercanti,,,125,,,,1476,1476-07-03,"Tommaso Duracino, filza 19, series II, nr. 2"
Bartolomeo Grimaldi,male,nobiles,,,Maria,Moorish,female,18,Battista Ivrea,male,artefici,,,150,,,,1482,1482,"Nicolò Raggi, filza 12, nr. 355"
Bartolomeo Lomellini,male,nobiles,,,Maria,,female,28,Giacomo Villano,male,foreign,,Florence,140,,,,1429,1429,"Antonio Fazio, filza 2, series II, nr. 4"
Bartolomeo Malagamba,male,,,,Maddalena,Russian,female,18,Martino Lomellini,male,nobili,,,100,,,,1413,1413,"Giuliano Canella, register 3, 1412–1413, fol. 249r"
Bartolomeo Parisola,male,artefices,,,Maddalena,Russian,female,12,Pasquale de Bergalio,male,mercanti,,,133.33,,,133 l. 6 s. 8 d.,1435,1435,"Antonio Fazio, filza 4, series I, nr. 175"
Bartolomeo Ricci,male,artefices,,,Martino,Russian,male,33,Giovanni de Toirano,male,artefici,,Toirano,75,,,,1423,1423-01-12,"Antonio Fazio, filza 21, nr. 18 *"
Bartolomeo Roiseco,male,mercantes,,,Margherita,Jewish,female,15,Pellegro de Poliasca,male,artefici,,Pogliasca,,,,,1495,1495,"Antonio Pastorino, filza 10, nr. 368"
Bartolomeo Sofia,male,mercantes,,,Marta,Russian,female,30,Bartolomeo Boezio,male,religious,paterius,Albenga,97.5,,,97 l. 10 s.,1429,1429,"Antonio Fazio, filza 2, series II, nr. 69"
Bartolomeo Sofia,male,mercantes,,,Martino,Russian,male,22,Lorenzo Fieschi,male,nobili,,,80,,,,1424,1424,"Stefano Boccone, filza 1, series II, nr. 272"
Bartolomeo Spinola,male,nobiles,,,Caterina,Russian,female,20,Giacomo Montesio,male,artefici,speciarius,,80,,,,1452,1452-09-14,"Bartolomeo Risso, filza 6, nr. 159"
Bartolomeo Spinola,male,nobiles,,,Marta,Circassian,female,36,Lazzaro Lercari,male,nobili,,,159.45,,,159 l. 9 s.,1475,1475-06-20,"Tommaso Duracino, filza 18, nr. 376 (formerly nr. 374)"
Bartolomeo Vacario,male,,,,Giannino,Albanian,male,14,Francesco Cattaneo,male,nobili,,,,12,,12 dc.,1482,1482,"Tommaso Duracino, filza 24, series I, nr. 92"
Basilio Axinelo,male,,,,Maria,,female,15,Giovanni Borromeo,male,foreign,,Milano,,,,,1431,1431-10-23,"Branca Bagnara, register 4, 1429–1431, fol. 280r–v"
Basilio Axinelo,male,,,,Maria,,female,15,Giovanni Borromeo,male,foreign,,Milano,160,,,,1431,1431-05-21,"Branca Bagnara, register 4, 1429–1431, fol. 150r *"
Bastiano de Gavio,male,artefices,notarius,,,Abkhazan,male,2,Antonio Maineri,male,mercanti,notarius,,,,,,1430,1430-05-02,"Branca Bagnara, register 4, 1429–1431, fols. 85v–86v"
Battestina Stella q. Giovanni wife of Giovanni Gregorio Stella,female,mercantes,,,Caterina,Moorish,female,18,Girolamo de Cazerio,male,,,,100,,,,1464,1464-06-05,"Giacomo Rondanina, filza 3, nr. 73"
Battista Aicardo,male,artefices,,Portomaurizio,Catalina,Russian,female,35,Battista de Monte Acuto,male,foreign,tintor septe,Monte Acuto,135,,,,1454,1454-09-20,"Battista Vinelli, filza 1, series II, nr. 199"
Battista Aicardo,male,artefices,,Portomaurizio,Melica,Russian,female,5,Battista de Monte Acuto,male,foreign,tintor septe,Monte Acuto,135,,,,1454,1454-09-20,"Battista Vinelli, filza 1, series II, nr. 199"
Battista Bandino,male,mercantes,,,Maria,Tartaran,female,22,Manuele Cattaneo,male,nobili,,,150,,,,1430,1430,"Antonio Fazio, filza 2, series II, nr. 277"
Battista Barisono,male,,faber,,Maddalena,Tartaran,female,26,Ardingo Ricci,male,artefici,,Florence,85,,,,1402,1402-05-08,"Andreolo Caito, register 6, 1370–1409, item dated 1402-05-08"
Battista Boccanegra q. Simone,male,mercantes,,,Martino,Tartaran,male,13,Giacomo de Quinto,male,artefici,barrillarius,,55,,,,1376,1376-04-29,"Bartolomeo Gatto, register 2, 1375–1379, fol. 112r"
Battista Bulla,male,,,,Maria,Circassian,female,14,Baldassare Schiate,male,foreign,,Lucca,100,,,,1421,1421,"Bartolomeo Gatto, register 11, 1412–1427, fol. 146r"
Battista Costa,male,artefices,,,Lucia,Russian,female,22,Martino de Sobala,male,foreign,,Biscay,180,,,,1457,1457-09-17,"Bartolomeo Risso, filza 5, series III, nr. 64"
Battista Costa,male,artefices,,,Caterina,Circassian,female,29,Stefano Spinola,male,nobili,,,210,,,,1478,1478-05-04,"Tommaso Duracino, filza 21, nr. 246"
Battista de Fornari,male,mercantes,,,Lucia,Abkhazan,female,20,Ianeto Res,male,foreign,mercator,Catalonia,130,,,,1448,1448-07-13,"Antonio Fazio, filza 13, series I, nr. 182"
Battista de Franchi,male,mercantes,,,Margherita,Bosnian,female,15,Simone Bracelli,male,artefici,,,305,,,,1497,1497-11-10,"Tommaso Duracino, filza 30, nr. 626 (formerly nr. 26)"
Battista de Mari,male,nobiles,,,Maria,,female,22,Bartolomeo Bozzo,male,mercanti,faber,,150,,,,1435,1435,"Antonio Fazio, filza 4, series I, nr. 141"
Battista de Marini,male,nobiles,,,Maddalena,Russian,female,28,Pietro Negrone,male,nobili,,,140,,,,1439,1439,"Antonio Fazio, filza 6, series I, nr. 18"
Battista de Merate,male,artefices,cultelerius,,Agnese,Circassian,female,30,Giovanni Grancino,male,,,,115,,,,1466,1466-03-13,"Tommaso Duracino, filza 9, nr. 102"
Battista de Monelia,male,artefices,mercer,,Marta,Circassian,female,23,Pietro Cagnisar,male,foreign,,Tortosa,170,,,,1464,1464-10-06,"Tommaso Duracino, filza 7, series II, nr. 216"
Battista de Palmis,male,mercantes,,,Caterina,,female,18,Baldassare de Blaxia,male,nobili,,,,,,,1485,1485,"Nicolò Raggi, filza 15, nr. 78"
Battista de Pasagio,male,artefices,scaterius,,Maria,Moorish,female,18,Ambrogio Pico,male,mercanti,,,150,,,,1486,1486,"Martino Brignole, filza 3, nr. 566"
Battista de Rapallo,male,artefices,lanerius,,Giacomaccio,Tartaran,male,13,Ambrogio de Franchi,male,mercanti,,,62.5,,,62 l. 10 s.,1405,1405,"Andreolo Caito, register 6, 1370–1409, fol. 31r"
Battista de Sancto Ulcixio,male,artefices,,,Elena,Russian,female,15,Giacomo Cicala,male,nobili,,,171,,,,1456,1456-01-10,"Bartolomeo Risso, filza 6, nr. 328 (formerly nr. 329) *"
Battista de Signorio,male,nobiles,,,Maria,Russian,female,30,Bonifacio Lomellini,male,nobili,,,170,,,,1449,1449,"Antonio Fazio, filza 13, series II, nr. 260"
Battista Doria,male,nobiles,,,Giacobino,Canaries,male,14,Giovanni Focoberto,male,foreign,mercator,Catalonia,,25,,25 dc.,1463,1463-01-22,"Tommaso Duracino, filza 7, series I, nr. 16"
Battista Garbarino,male,mercantes,,,Anna,Russian,female,24,Bartolomeo de Clavaro,male,artefici,,,160,,,,1448,1448-11-28,"Antonio Fazio, filza 13, series I, nr. 215"
Battista Garrone,male,mercantes,,,Lucia,Circassian,female,18,Niccolò Granello,male,mercanti,,,211.5,,,211 l. 10 s.,1457,1457-09-05,"Bartolomeo Risso, filza 5, series I, nr. 247 *"
Battista Garrone,male,mercantes,calzolarius,,Caterina,Tartaran,female,18,Niccolò Oliverio,male,foreign,,Mallorca,,,,,1427,1427,"Branca Bagnara, filza 1, series I, nr. 123"
Battista Garrone,male,mercantes,,,Lucia,Tartaran,female,12,Giovanni de Berardis,male,religious,mansionarius,,137,,,,1435,1435,"Branca Bagnara, filza 18, nr. 55"
Battista Giustiniani,male,mercantes,,,Lucia,Canaries,female,27,Battista Tonso,male,artefici,scaterius,,150,,,,1475,1475,"Lorenzo Costa, filza 6, series II, nr. 27"
Battista Giustiniani,male,mercantes,,,Lucia,Canaries,female,27,Battista Tonso,male,artefici,scaterius,,150,,,,1476,1476,"Lorenzo Costa, filza 7, series I, nr. 27"
Battista Goercio,male,mercantes,,,Agnese,Russian,female,22,Guirardo Serlone,male,foreign,,Pisa,100,,,,1437,1437,"Branca Bagnara, filza 18, nr. 67"
Battista Grimaldi,male,nobiles,,,Lucia,,female,12,Pellegro Salvagi,male,nobili,,,,,,,1476,1476-01-10,"Tommaso Duracino, filza 19, series I, nr. 29"
Battista Grimaldi,male,nobiles,,,,Moorish,female,25,Domenico de Castiliono,male,mercanti,,Castiglione Chiavarese,200,,,,1495,1495,"Cipriano Foglietta, filza 2, series I, nr. 292"
Battista Leone,male,mercantes,,,Giorgio,Abkhazan,male,16,Domenico de Pane,male,,,Nice,68,,,,1442,1442,"Branca Bagnara, filza 7, series I, nr. 10"
Battista Marino,male,nobiles,,,Maria,Tartaran,female,,Rainaldo Altoviti,male,foreign,,Florence,87.5,,,87 l. 10 s.,1407,1407,"Giovanni de Allegro, register 2, 1400-1407, fol. 216r"
Battista Ocelo,male,,,,Melica,Circassian,female,13,Lodisio Ravario,male,mercanti,,,127,,,,1449,1449-08-26,"Antonio Fazio, filza 13, series II, nr. 303"
Battista Parolerio,male,artefices,tintor septe,,Maria,Moorish,female,23,Oberto Grimaldi,male,nobili,,,,100,,100 dc.,1474,1474,"Tommaso Duracino, filza 17, nr. 726"
Battista Pelisono,male,artefices,,,Anna,Russian,female,32,Marco de Cassina,male,mercanti,,Albisola,130,,,,1452,1452,"Antonio Fazio, filza 14, series II, nr. 397"
Battista Perolerio,male,artefices,tintor septe,,Cita,Circassian,female,26,Matteo Vicamps,male,foreign,mercator,Tortosa,170,,,,1474,1474,"Tommaso Duracino, filza 17, nr. 237"
Battista Presenda,male,nobiles,,,Anastasia,Russian,female,34,Giovanni de Aricia,male,,,Catania,,,,"64 ""mine"" of Sicilian wheat.",1428,1428-11-15,"Branca Bagnara, register 3, 1426–1428, fols. 278v–279r"
Battista Priano,male,,,,Margherita,Russian,female,22,Giacomo de Plebe,male,artefici,,,220,,,,1466,1466-07-29,"Tommaso Duracino, filza 9, nr. 402"
Battista Raggi,male,mercantes,,,Lucia,Circassian,female,18,Francesco Pallavicini,male,nobili,,,200,,,,1463,1463-09-19,"Tommaso Duracino, filza 7, series I, nr. 196"
Battista Raggi,male,mercantes,,,Lucia,Circassian,female,18,Giacomo Maruffo,male,mercanti,,,160,,,,1463,1463-10-01,"Tommaso Duracino, filza 7, series I, nr. 202"
Battista Salvagi,male,nobiles,,,Anastasia,Circassian,female,20,Gabriele Marco,male,foreign,,Valencia,160,,,,1469,1469,"Tommaso Duracino, filza 12, nr. 691"
Battista Spinola,male,nobiles,,,Maddalena,Russian,female,35,Battista Grimaldi,male,nobili,,,225,,,,1477,1477-04-22,"Tommaso Duracino, filza 20, nr. 170"
Battista Usodimare,male,nobiles,,,Giorgio,Russian,male,20,Giano Ferrerio,male,foreign,,Catalonia,83,,,,1425,1425,"Antonio Fazio, filza 1, nr. 305"
Battista Valerano,male,artefices,notarius,,Margherita,Abkhazan,female,,Gabriele de Rapallo,male,mercanti,,,135,,,,1439,1439,"Cristoforo de Rapallo, filza 2, nr. 108"
Battistina Cicero,female,mercantes,,,Maddalena,Moorish,female,25,Pietro de Cabella,male,artefici,scaterius,,165,,,,1483,1483,"Giovanni Danove, filza 3, series I, nr. 180"
Battistina Spaerio,male,,,,Caterina,Moorish,female,15,Bartolomea de Sale,female,artefici,,,190,,,,1485,1485,"Antonio Pastorino, filza 1, nr. 485"
Battistina Spinola,female,religious,monaca,,Elena,Hungarian,female,33,Stefano de Clavaro,male,artefici,,,140,,,,1471,1471-11-11,"Lorenzo Costa, filza 4, nr. 880"
Belesio da Passano,male,nobiles,,,Marta,Abkhazan,female,14,Bartolomeo Filipi,male,nobili,,,130,,,,1431,1431,"Antonio Fazio, filza 2, series II, nr. 327"
Benedetta Cattaneo,female,nobiles,,,Caterina,Tartaran,female,12,Lorenzo Griffo,male,foreign,,Pisa,150,,,,1428,1428,"Antonio Fazio, filza 2, series I, nr. 297"
Benedetto Boilo,male,artefices,confector,,,Tartaran,female,,,,,,,,,,,1416,1416-07-04,"Giuliano Canella, register 5, 1415–1417, fol. 165r"
Benedetto Boilo,male,artefices,confector,,,Tartaran,male,,,,,,,,,,,1416,1416-07-04,"Giuliano Canella, register 5, 1415–1417, fol. 165r"
Benedetto Boilo,male,artefices,confector,,,Tartaran,,,,,,,,,,,,1416,1416-07-04,"Giuliano Canella, register 5, 1415–1417, fol. 165r"
Benedetto Boilo,male,artefices,confector,,,Tartaran,,,,,,,,,,,,1416,1416-07-06,"Giuliano Canella, register 5, 1415–1417, fol. 165v"
Benedetto Cattaneo,male,nobiles,,,Margherita,Moorish,female,26,Giovanni Cattaidolo,male,foreign,,Bonifacio,,61,,61 dc.,1465,1465-04-29,"Tommaso Duracino, filza 8, nr. 235 *"
Benedetto de Bargalio d. Ambrogio,male,artefices,faber,Bargagli,Martino,Circassian,male,40,Domenico Albiac,male,foreign,,Tortosa,76,,,,1456,1456-02-03,"Tommaso Duracino, filza 2, series II, nr. 36"
Benedetto de Gavio,male,artefices,canabacerius,,Agnese,Russian,female,40,Giorgio de Carpaneto,male,artefici,,,130,,,,1468,1468,"Giovanni Danove, filza 2, series I, nr. 418"
Benedetto de Goano,male,mercantes,,,Maddalena,Russian,female,22,Matteo Viacamp,male,foreign,mercator,Catalonia,180,,,,1465,1465-10-03,"Tommaso Duracino, filza 8, nr. 538"
Benedetto de Labaino d. Gregorio,male,artefices,,,Zicho,Circassian,male,11,Guirardo de Labaino,male,artefici,,,100,,,,1431,1431-10-23,"Giovanni Vernazza, filza 1, nr. 9"
Benedetto de Novi,male,mercantes,,,Margherita,,female,,Bartolomeo Massena,male,mercanti,,,,100,,100 dc.,1497,1497,"Antonio Pastorino, filza 12, nr. 23"
Benedetto de Ponte,male,artefices,,,Bogoa,Turkish,female,12,Giovnanni Frevante,male,artefici,notarius,,145,,,,1478,1478-07-28,"Tommaso Duracino, filza 21, nr. 420"
Benedetto de Vasoribus,male,nobiles,,,Maria,Russian,female,34,Raffaele de Andoria,male,artefici,scaterius,Andora,170,,,,1456,1456,"Antonio Fazio, filza 17, series I, nr. 35"
Benedetto Doria,male,nobiles,,,Teodora,Russian,female,22,Giacomo Ventura,male,foreign,,Florence,190,,,,1438,1438,"Branca Bagnara, filza 5, series I, nr. 10"
Benedetto Ittaliano,male,nobiles,,,Melica,Albanian,female,19,Caterina Grillo,female,nobili,,,185,,,,1457,1457-06-22,"Bartolomeo Risso, filza 5, series I, nr. 181"
