hName,hGender,hClass,hOcc,hLoc,hActive,hID,hOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svActive,,,,svID,svOMID,fs,3pserv,py,3ppay,patr,pl,actTitle,actDate,actYear,aa (Author),aaID,aaOMID,actArItem,aArItemID,ArItOMID,rights,actID,actOMID,actTitle,ActDescription
Lodisio de Servaricia,male,artefices,,,1380–1405,a044a5e3-a9d3-4f75-a6df-b67b7230860c,39923,Margarita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,–1405,,1405,1405,ca659ce4-6726-4bd8-800e-919087cb73b3,40143,,,,,,,"Cristoforo de Revellino, register 24, 1405, volume I, fol. 271v",1405,1405,Cristoforo de Revellino,695ab4e7-a4aa-4d98-a754-dc71fa324d91,25512,Notai antichi 436,d69ea619-a437-4b62-bc03-47510fac1ef6,39791,Archivio di stato di Genova,ae185089-88ea-495f-81b6-d4728ca371a9,40255,Franchixia,"A certain Lodisio Scaiarcia frees the Circassian slave Margherita, whose age is not specified."
Lodisio Paxerio,male,artefices,seatarius,,1433–1458,f278065b-535f-4469-a71c-c83ec2acae40,31077,Maddalena,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1423–1458,1423,1458,35,0a1a2a4c-b95a-4471-8946-929a250de476,40049,unspec.,y,,,y,in the home of the 3p obliged to serve,"Bartolomeo Risso, filza 5, series III, nr. 83",1458-01-07,1458,Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Notai antichi 719,b6aa2ee9-3d86-4073-bdab-aa5b88cf304a,37824,Archivio di stato di Genova,88784a52-c8db-44bd-b56c-e81ac2078878,40233,Franchixia,"The silk-merchant Lodisio Parexio frees the Tartaran slave Maddalena, who is 35 years of age."
Lodisio Paxerio,male,artefices,seatarius,,1433–1458,f83727fa-28db-4d5e-bd54-4d5f65279051,39924,Maddalena,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1423–1458,1423,1458,35,5327a6e0-6ca9-4c7d-81ce-eda8b6d8a1c0,40144,,,,,,,"Bartolomeo Risso, filza 5, series II, nr. 83 *",1458-03-23,1458,Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Notai antichi 719,b6aa2ee9-3d86-4073-bdab-aa5b88cf304a,37824,Archivio di stato di Genova,c6f80139-0120-435f-8d71-713bc0e2a0a1,40231,Franchixia,"The ""setaiolo"" Lodisio Paxerio frees the Tataran slave Maddalena, who is 35 years old. The dating is tentative."
Loisina Cattaneo,female,nobiles,,,1466–1491,eca26871-68d8-4dc3-8695-7200bd1e4614,39925,Margarita,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,1453–1491,1453,1491,38,6d9ea4d0-c408-490e-bd0b-09dd3a413ec0,40145,,,,,y,in the house inhabited by the holder,"Giovanni Danove, filza 3, series II, nr. 84",1491-02-09,1491,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 918,b0207022-11d2-47f6-8f3d-e4921182dd2b,37855,Archivio di stato di Genova,71e9c27b-edf7-4708-b89f-90a1ae8c0c0a,40295,Franchixia,"A certain Luisina Cattaneo frees the Moorish slave Margherita, who is 38 years of age."
Lorenzo Grillo,male,nobiles,,,1453–1478,e97a2b7a-a949-426d-b5eb-a7990ef98597,23631,Lucia,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,–1478,,1478,1478,1427fe57-367d-470d-9335-16c9c7e8d749,40042,,,,,,,"Lorenzo Costa, filza 8, series I, nr. 69",1478,1478,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 994,f5043ff2-d106-4f3d-b9ae-9016619f12a3,37863,Archivio di stato di Genova,1969705e-cd0b-4732-ace1-2fae56196f25,40340,Franchixia,"A certain Lorenzo Grillo frees the Russian slave Lucia, whose age is not specified."
Lorenzo Marchesano,male,mercantes,,,1432–1457,6fefc260-6a84-4dd3-ba37-252cdc1a3fe8,39926,Maddalena,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1425–1457,1425,1457,32,161d0f0c-6c50-436d-8a0a-a9f7c55dae0d,40146,7,,,,y,in the house inhabited by the holder,"Tommaso Duracino, filza 3, series I, nr. 288",1457-10-22,1457,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 890,d7974564-3893-43a3-b47c-d5a67e9d9411,37834,Archivio di stato di Genova,6263554e-5b54-4868-8e1f-ad2781b9fad1,40401,Franchixia,"A certain Lorenzo Marchesano frees the Russian slave Maddalena, who is 32 years of age. The item is transcribed and edited in Tria (1947), pp. 194-95. Maddelana obliges to serve for an additonal 7 years without salary. However, her food and clothing will be provided."
Luchetto Grillo,male,nobiles,,,1386–1411,58be5d83-2ac4-4ac3-ab0c-89a1bef268ec,39927,Antonio,Alanian,4f8ce2b9-1d8a-4246-93ae-575593f0480c,39756,male,–1411,,1411,1411,f9e74a71-a136-4766-883f-7f561851da27,40147,,,600 asp.,,--,n/a,"Giovanni Labaino, filza 1, nr. 132 (formerly nr. 31)",1411-06-18,1411,Giovanni de Labaino,3e74de1c-121f-4d3d-acb1-5bc6fe40e09c,23813,Notai antichi 548,"36625ae2-9c6d-4fd9-983f-cb4234946043
",37791,Archivio di stato di Genova,6ab488bb-aedf-41c5-93d2-a8eb1f2d7f16,40298,Franchixia,"Luchetto Grillo q. Bernabovis, with the help of his procurator Napleone Spinola, frees the Alanian slave Antonio, after payment of 600 asperes of Caffa."
Lucia de Mari,male,nobiles,,,1420–1445,c3bdc659-a14e-4983-822d-06e325a3fca5,39928,Elena,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,–1445,,1445,1445,cb89df1f-a3e9-42b2-b397-8c6668341d74,40148,,,,,,,"Egidio Damezzano, filza 1, series I, nr. 225",1445,1445,Egidio de Mezano,4afe80db-9826-4c73-9bbc-07dce980ea85,31504,Notai antichi 833,19a06df9-ebf1-4d13-8b58-cffa383811e1,37829,Archivio di stato di Genova,f66a9573-96ab-4546-9f91-3236d2c7bf12,40260,Franchixia sclave,"A certain Lucia de Mari frees the Bulgarian slave Elena, who is --- years of age."
Luciano Grimaldi,male,nobiles,,,1440–1489,268f5c81-82ed-4423-b6b8-8239df730861,39929,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1420–1465,1420,1465,45,22c9c63b-762f-4dd9-93d3-06ac55e695ea,40149,2,,,,y,in the Palazzo di San Giorgio,"Giovanni Danove, filza 1, series II, nr. 498",1465-12-17,1465,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 916,1384fdb3-c79e-469a-a434-4e2372ef0a37,39825,Archivio di stato di Genova,dd2a331f-7cf4-45d7-b322-e8e7c5a7dea6,40277,Franchixia,"A certain Luciano Grimaldi frees the Circassian slave Caterina, who is 40 years of age."
Luciano Ittaliano,male,nobiles,,,1445–1470,53a55748-b00c-46f6-abe9-bf781ce1fd4f,23789,Margarita,,,,female,–1470,,1470,1470,679c3d78-9fdc-4789-8f6b-6a86a9e3b45e,39990,,,100,y,--,in a home of an independent party,"Tommaso Duracino, filza 13, series I, nr. 276",1470-04-09,1470,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 900,3f5c1349-0119-426c-851b-912e066cc9f1,37840,Archivio di stato di Genova,ec163d82-7b8e-4100-82a5-43f738c5f036,40382,Franchixia,"A certain Luciano Ittaliano (Interniano) frees the slave Margherita. This is a companion to item 275 from the same filza. From Tria, p. 36: ""Così il 9 aprile 1470 (atti del not. T. Duracino, filza 13, n. 276) « Lucianus Italianus» manomette la schiava Margherita « remittens eidem Margarite presenti et acceptanti omne ius patronatus »."" From Tria, p. 39: ""D’altra parte, anche sotto il particolare profilo delle vesti, abbiamo documenti che mostrano invece un irrigidimento, una posizione ben diversa. Così, il 9 aprile 1470 “ Lucianus Italianus ” , avendo ricevuto “ libras centum Ianue monete currentis ” da “ Antonius de Castellana ”, manomette la schiava “ Margarita ” ed anzi le rimette “ omne ius patronatus ”, “ omne ius reale vel personale ” che possa vantar su di lei ; ma “ quod de vestibus et aliis bonis et rebus diete Margarite ipse Lucianus non teneatur dare nisi illain partem que placebit ipsi Luciano, ita quod sit in eius potestate dare eam partem quam vellet et ad ultra non teneatur et residuum intelligatur donatum ipsi Luciano ”."" --- From Tria, p. 42: ""Talvolta vi sono anche rinunzie speciali. Così, nella manomissione fatta da “ Lucianus Italianus ” il 9 aprile 1470 la moglie di lui “ Isabeletta ” rinuncia ad ogni diritto che possa spettarle sulla schiava “ Margarita ” «tam causa et occasione dotium extradotium et antefacti ipsius Isabellete, quam quibuscumque aliis suis iuribus» ed anche rinuncia « in predictis beneficio senatus consulti Velleiani, legi Iulie de fundo dotali, iure ipothecario epistole divi Adriani »."""
Luigi de Maffeis,male,foreign,,37119,1390–1415,e6c9bd6d-7656-40c0-ae00-d14b3ef87456,39930,Lucia,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1395–1415,1395,1415,20,d3d55ee0-c777-4bd5-825b-2aa8a1b8c344,40150,10,y,,,n,in the home of the 3p obliged to serve,"Ambrogio Fasciolo, register 1, volume II, 1333–1415, fol. 22r–v",1415-05-04,1415,Ambrogio Fasciolo,b9075197-9a50-4fd3-b51b-9b5b999764bd,23453,Notai antichi 410,83c891bc-4868-4a91-951f-103c78a6e432,37779,Archivio di stato di Genova,1a27938a-6b62-402d-bb7e-e4e70d85439b,40189,Franchixia sclave,"A certain Luigi de Maffeis q. Guglielmo, de Verona, Ianue commorans, frees the Tartaran slave Lucia, who is 20 years of age."
Manfredo de Clavaro,male,artefices,,27655,1466–1491,09d4b776-477b-43d9-bf0a-0d2298ae3d2c,39931,Caterina,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,female,1451–1491,1451,1491,40,4c065939-a5a9-4158-99fa-97192d5e2957,40151,3,,,,y,at the table of the notary,"Tommaso Duracino, filza 28, series II, nr. 87",1491-04-23,1491,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 914bis,3b9a407f-2845-4fd0-a2e0-03136dc1af04,39295,Archivio di stato di Genova,43b8fe43-0a0a-407b-9673-bf48c1797005,40400,Franchixia,"A certain Manfredo de Clavaro frees the Hungarian slave Caterina, who is 40 years of age."
Marco Usodimare,male,nobiles,,,1507–1532,9253c5ad-6a68-4698-ba74-1cbe22b612ad,39932,Cita,Jewish,818c9d6f-fe39-41e0-a4b5-b23b89fa55dc,31282,female,–1532,,1532,1532,9e94fc3a-9eb1-4f03-8ce6-4eb98a936c6b,40152,,,122 scud,y,--,in a home of an independent party,"Stefano Saoli Carrega, filza 5, item dated 1532-11-16",1532-11-16,1532,Stefano Sauli,60a9ac4a-8c26-470d-b92f-92a19f09a91a,25566,Notai antichi 2011,a9c947e6-2ecb-494f-a3ff-d3fcd92e139c,39781,Archivio di stato di Genova,8aa97479-cd50-4a21-a910-5b51e798cfb7,40379,Franchixia,"A certain Marco Usodimare frees the Jewish slave Cita, who is daughter of a certain Mardochio of Tunisia, and passed to a certain Jewish man Giuseppe, who pays 122 scudi for her freedom."
Maria ---,female,,,,1423–1448,e323d034-d2db-4346-9942-8a21d01f7f2f,39933,Melica,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,1422–1448,1422,1448,26,2abf399f-ad1d-4553-ae99-ba6f529815c9,40153,,,,,,,"Antonio Fazio, filza 13, series I, nr. 448",1448,1448,Antonio de Facio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 587,e8914049-a5fb-484b-a5f8-a2b818ee4827,37799,Archivio di stato di Genova,097678c6-fd0b-40a8-93c5-ef4f102a7df5,40202,Franchixia,"A certain Maria --- frees the Bulgarian slave Melica, who is 26 years of age."
Maria de Marini,female,nobiles,,,1467–1492,5a994848-32b5-471b-9e15-5a5fbf17c10c,39735,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1447–1492,1447,1492,45,82d1806a-dc2b-4f92-9ad6-04b664566ea2,39738,,,,,,,"Lorenzo Costa, filza 15, nr. 147",1492,1492,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 1001,ea56ef33-72d7-4a29-a4da-d49cf9a822ad,37740,Archivio di stato di Genova,047585af-0064-4224-9b09-1541149ab682,39739,Franchixia sclave,"The siblings Maria, Lorenzo and Francesco de Marini free the Circassian slave Maddalena, who is 45 years of age."
Maria Lomellini,female,nobiles,,,1415–1440,7e84c186-9a81-427d-82a4-5d2107b3c3c3,24811,Marta,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1422–1460,1422,1460,38,14b60d79-fdbd-402e-904f-c29d39fb87fe,40004,,,,,,,"Tommaso Duracino, filza 5, nr. 282 (formerly nr. 448)",1460-06-07,1460,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 892,e7580816-b257-4dbe-a746-59ec6a20c56c,37836,Archivio di stato di Genova,3c0629f4-f0e9-42d8-a670-e3288a077c8b,40409,Franchixia,"A certain Maria Castagna frees her Russian slave Marta, who is 38 years of age."
Mariola Cassana,female,mercantes,,,1462–1487,ac022028-bba6-40e8-b0cc-d1ddb5ca3b62,39934,Margarita,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,–1487,,1487,1487,695a50be-e886-4e60-92ac-6b1160e4b1e6,40154,,,,,,,"Biagio Foglietta, filza 1, item dated 1487-04-09",1487-04-09,1487,Biagio Foglietta,492fb7d0-6ef2-4515-96e4-ff5de82e4525,23504,Notai antichi 1243,f4f3cfee-ce17-4eb5-b6cb-e356d2e289c1,39777,Archivio di stato di Genova,4129d51f-8e58-475b-b78e-89ef8fa1269e,40243,Franchixia,"A certain Mariola Cassana frees the Russian slave Margherita, whose age is not given."
Mariola de Iudice,female,mercantes,,,1460–1485,10ab97e1-00eb-4292-91f3-ac69f81c92fe,39935,Caterina,Crimean,9032b3c7-38a2-4337-8ecc-5a93bd7f66ab,31547,female,1465–1485,1465,1485,20,3d7504b5-ec8e-4d51-b78e-210058872104,40155,,,,,,,"Antonio Pastorino, filza 1, nr. 91",1485,1485,Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Notai antichi 1291,6a991942-443c-4fd6-ad0b-52055ef38a22,37764,Archivio di stato di Genova,5d8791a7-22c4-4c48-8792-48005cb416f6,40216,Franchixia,"A certain da Mariola Giudice frees the Crimean slave Caterina, who is 20 years of age."
Mariola Gentile,female,nobiles,,,1461–1486,26a940a8-99ba-460e-bd22-ce5e81275e38,39936,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1446–1486,1446,1486,40,5694ca48-576e-4c7a-87c0-e5610333cb1c,40156,,,,,,,"Girolamo Loggia, filza 3, series I, nr. 254 *",1486,1486,Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Notai antichi 1126,9dea4aaf-7f86-4786-94c8-70ffb663e609,39772,Archivio di stato di Genova,4ae0b3a1-a54d-4aff-819b-dddf0ef3068a,40309,Franchixia,"A certain Mariola Gentile frees the Circassian slave Caterina, who is 40 years of age."
Mariola Spinola,female,nobiles,,,1465–1490,298b33f7-6e54-448d-8f6c-cf6c3ef144d8,39937,Maria,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,1455–1490,1455,1490,35,50f53090-653e-4983-85f3-d80f53de85ac,40157,,,,,,,"Quirico Serravalle, filza 5, nr. 86",1490,1490,Quirico de Serravalle,0c25f5c8-b3bf-49b2-aeae-22e6e19b0220,31257,Notai antichi 1237bis,9c70773f-c0ca-4621-8aad-a9e60f151189,39775,Archivio di stato di Genova,8c6ed307-ef77-46af-a4bd-b9a764358587,40377,Franchixia,"A certain Mariola Spinola frees the Moorish slave Maria, who is 35 years of age."
Mariola Usodimare,female,nobiles,,,1458–1483,414a73f2-5bb2-4020-a77f-69e56257694b,39938,Maddalena,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,1448–1483,1448,1483,35,17d6b975-20ae-4dff-8154-47ed2bfd07b0,40158,10,,,,y,in the house inhabited by the holder,"Giovanni Danove, filza 3, series I, nr. 203",1483-06-26,1483,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 918,b0207022-11d2-47f6-8f3d-e4921182dd2b,37855,Archivio di stato di Genova,fe8307e8-375f-4782-8e30-2404a03b3842,40287,Franchixia,"A certain Mariola Grimaldi frees the Abkazan slave Maddalena, who is 35 years of age."
Marta Lomellini,female,nobiles,,,1471–1496,fe61cdb2-b8e7-4c9e-84cf-8edb3294f93e,39939,Margarita,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,1451–1496,1451,1496,45,34d3064d-2480-457a-ae29-17a408909021,40159,,,,,,,"Giovanni Danove, filza 3, series II, nr. 266",1496-05-03,1496,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 918,b0207022-11d2-47f6-8f3d-e4921182dd2b,37855,Archivio di stato di Genova,5c75a854-f122-4717-9626-890930a1ed55,40291,Franchixia,"A certain Marta Lomellini frees the Albanian slave Margherita, who is 45 years of age."
Martino Raibaldo,male,mercantes,,,1396–1421,d05e780b-1214-4075-99b0-3f535cb7fc6a,39940,Giorgio,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,male,1390–1421,1390,1421,31,15a56543-64c4-4d9c-ba2e-345d9925ae23,40160,,,,,,,"Giovanni Labaino, filza 2, nr. 12",1421,1421,Giovanni de Labaino,3e74de1c-121f-4d3d-acb1-5bc6fe40e09c,23813,Notai antichi 549,cda8b74e-bc79-4593-99f6-772824b33aec,39800,Archivio di stato di Genova,60103f5f-8eee-4a3e-adeb-41c3c9aa8730,40300,Franchixia,"A certain Martino Raibaldo frees the Circassian slave Giorgio, who is 31 years of age."
Matteo di ser Antonio,male,foreign,,26146,1419–1455,576b4069-5ef8-4290-9732-928bd15957ef,30715,Lucia,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1429–1447,1429,1447,18,9dd5fe06-0f54-4cf6-bc66-e18b6117739f,39991,,,,,,,"Lorenzo Villa, filza 1, nr. 82",1447,1447,Lorenzo de Villa,7787ee2e-670f-42d1-8dd6-9ab7e0144ae3,31249,Notai antichi 487,553384ea-3290-4a96-aba2-1c8c13034ac8,39795,Archivio di stato di Genova,270baa99-a183-405d-ac6b-4fa5e747ec6f,40341,Franchixia,"A certain Matteo di ser Antonio, from Florence, frees the Russian slave Lucia, who is 18 years old."
Maurizio Cattaneo,male,nobiles,,,1438–1486,a8a7ccb9-f465-4008-a589-7da3ae146815,39680,Martino,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,male,1435–1463,1435,1463,28,1ea7b5d0-bcf8-4422-be6c-6a4fc305f2d5,40018,,,,,y,in the house of a relative of the holder,"Giovanni Danove, filza 1, series II, nr. 159",1463-02-08,1463,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 916,1384fdb3-c79e-469a-a434-4e2372ef0a37,39825,Archivio di stato di Genova,44dfce6b-0cb7-4d61-821e-134ed8585d0c,40272,Franchixia,"A certain Maurizio Cattaneo frees the Circassian slave Martino, who is 28 years of age."
Maurizio Cattaneo,male,nobiles,,,1438–1486,a8a7ccb9-f465-4008-a589-7da3ae146815,39680,Marta,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,1448–1486,1448,1486,38,7b8760e8-3257-47d8-ae28-23524e8a4594,40019,,,,,y,in the house of a relative of the holder,"Giovanni Danove, filza 3, series I, nr. 375",1486-07-22,1486,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 918,b0207022-11d2-47f6-8f3d-e4921182dd2b,37855,Archivio di stato di Genova,09881f2b-cd0f-47ea-8cc0-c23559ddf315,40288,Franchixia,"A certain Maurizio Cattaneo frees the Abkhazan slave Marta, who is 38 years of age."
Melchiorre Imperiale,male,nobiles,,,1403–1435,743643bb-76ca-43a8-ad8c-8b9c161f39f3,23738,Maria,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,1398–1428,1398,1428,30,c635d30a-847e-434b-b245-38b86ec2db61,40000,,,,,y,at the table of the notary,"Branca Bagnara, register 3, 1426–1428, fol. 242r–v",1428-07-28,1428,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 508,8c7b8433-45ba-4286-ba8e-6afc10e1139a,37788,Archivio di stato di Genova,254c2b15-0d93-494a-8211-b6b1a5a5fb12,40250,Franchixia,"A certain Melchione Imperiale frees the Bulgarian slave Maria, who is 30 years of age."
Melchiorre Imperiale,male,nobiles,,,1456–1481,6538ab1c-3b2e-48a8-88e2-5e9de636528c,39941,Maria,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1421–1481,1421,1481,60,21b0ec22-ea37-485b-86ff-56f2811fcdf7,40161,,,,,,,"Girolamo Loggia, filza 2, series II, nr. 72",1481,1481,Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Notai antichi 1122,1e2f7fcb-ea9c-4cf4-863a-a5635223bade,37754,Archivio di stato di Genova,b863639a-9a0a-4afd-9881-563a78173399,40308,Franchixia,"A certain Melchiore Imperiale frees the Circassian slave Maria, who is 60 years of age."
Michele de Plano,male,artefices,cultelerius,,1431–1475,9c09d7e9-e7a5-41db-882d-b19280feb04f,27276,Margarita,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,–1475,,1475,1475,9d110787-ec12-4738-931f-cffaa7c2bf83,40013,,,,,,,"Lorenzo Costa, filza 6, series II, nr. 214 *",1475,1475,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 992,"f3762194-7ae2-4535-9fa7-e91d855d612a
",37861,Archivio di stato di Genova,9a7be646-52fd-44ba-a528-c784b5b24094,40338,Franchixia,"A certain Michele de Plano, cultelerius, frees the Russian slave Margherita, whose age is not given. G. places this in filza 7, but those documents are from 1476-77."
Moisia Centurione,female,nobiles,,,1438–1463,caaa274d-5d3f-4801-8178-4bbebaaf69ab,39681,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1418–1463,1418,1463,45,5e0b0f83-1c52-4a21-828e-f5ed57cc4dd0,40032,L + 3 + 1,,,,y,in the house of a relative of the holder,"Giovanni Danove, filza 1, series II, nr. 224",1463-08-25,1463,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 916,1384fdb3-c79e-469a-a434-4e2372ef0a37,39825,Archivio di stato di Genova,6585ba35-624e-431e-a6b4-6b20110d6be4,40273,Franchixia,"A certain Moisia Doria frees the Circassian slave Maddalena, who is 45 years of age."
Moisia Centurione,female,nobiles,,,1438–1463,caaa274d-5d3f-4801-8178-4bbebaaf69ab,39681,Giorgio,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,male,1403–1463,1403,1463,60,7284c454-be4b-4371-b2fe-c5f7bdda9623,40033,L + 1,,,,y,in the house of a relative of the holder,"Giovanni Danove, filza 1, series II, nr. 225",1463-08-25,1463,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 916,1384fdb3-c79e-469a-a434-4e2372ef0a37,39825,Archivio di stato di Genova,78445592-096a-473e-bcca-0c157f130674,40274,Franchixia,"A certain Moisia Doria frees the Tartaran slave Giorgio, who is 60 years of age."
Nevelina de Oliva,female,mercantes,,,1468–1493,a772d3b6-9037-40f5-a3fd-04d904e1f75a,39942,Marta,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,–1493,,1493,1493,e8d646eb-ad08-4d07-9891-85c6b4f52e3a,40162,,,,,,,"Lorenzo Costa, filza 15, nr. 354",1493,1493,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 1001,ea56ef33-72d7-4a29-a4da-d49cf9a822ad,37740,Archivio di stato di Genova,f9f79653-c108-4dd5-9290-b6f856f90cc7,40330,Franchixia,"A certain Nevelina de Oliva frees the Russian slave Marta, whose age is not given."
Niccolò Cattaneo,male,nobiles,,,1432–1457,c46a31bf-b030-4cc0-8bbb-1d1f00abf469,39943,Caterina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1417–1457,1417,1457,40,b6f6a2ce-55c3-4208-98dd-8731b833a3cf,40163,,,,,y,at the table of the notary,"Tommaso Duracino, filza 3, series I, nr. 321",1457-12-23,1457,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 890,d7974564-3893-43a3-b47c-d5a67e9d9411,37834,Archivio di stato di Genova,5dc09652-92e8-43df-9d4b-1206ec57da04,40402,Franchixia sclave,"Manumission by Nicolò Cattaneo of the Russian slave Caterina, 40 years of age."
Niccolò de Canevali,male,artefices,,,1449–1474,cd636f1d-960b-43e7-91c8-0baf23f725b4,39944,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1430–1474,1430,1474,44,0d4174ae-db5b-4359-abc6-d19411990981,40164,,,,,,,"Lorenzo Costa, filza 6, series I, nr. 244",1474,1474,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 992,"f3762194-7ae2-4535-9fa7-e91d855d612a
",37861,Archivio di stato di Genova,55aff55c-104e-4e96-b4c6-b376e3f0ad3f,40336,Franchixia,"A certain Nicola Canevale frees the Circassian slave Caterina, who is 44 years of age."
Niccolò de Carmandino,male,,,,1465–1497,79f98ee9-cbe4-48fe-881d-7547aa1d2087,30740,Maddalena,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,female,–1490,,1490,1490,168901b0-7d74-4923-b145-b44c8dd2a7e6,40002,,,,,,,"Giovanni Costa, filza 1, nr. 277",1490,1490,Giovanni Costa,e4a3ee9e-5ae1-45e8-9aa4-f3754742bd1a,23312,Notai antichi 1279,16d7ecf5-8416-46b4-bebe-b8611bac7a50,37763,Archivio di stato di Genova,3b46f8cb-5828-4a0c-b6f1-152fdfde2ce0,40267,Franchixia,"A certain Nicola Carmandino frees the Turkish slave Maddelana, who is --- years of age."
Niccolò de Carmandino,male,,,,1465–1497,79f98ee9-cbe4-48fe-881d-7547aa1d2087,30740,Margherita,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,female,–1490,,1490,1490,21203ed2-b43e-4274-bbcb-d4c97a6b0c95,40001,,,,,,,"Giovanni Costa, filza 1, nr. 278",1490,1490,Giovanni Costa,e4a3ee9e-5ae1-45e8-9aa4-f3754742bd1a,23312,Notai antichi 1279,16d7ecf5-8416-46b4-bebe-b8611bac7a50,37763,Archivio di stato di Genova,5c5a642c-d097-4132-8552-1738e434bf67,40268,Franchixia,"A certain Nicola Carmandino frees the Turkish slave Margherita, who is --- years of age."
