sName,sGender,sClass,bClass,sOccupaton,sLocale,sActive,sID,sOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svAge,svActive,svID,svOMID,bName,bGender,bClass,bOccupation,bLocale,bActive,bID,bOMID,pL,pD,pF,pS,actTitle,actDate,aYear,actPlace,actAuthor (aa),aaID,aaOMID,rights,actID,actOMID
Battista de Rapallo,male,artefices,mercantes,lanerius,,1380–1405,6baa6de2-4000-456e-bb72-6df2818c07c6,26685,Giacomaccio,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd5,26258,male,13,1392–1405,10349de1-ed3b-47b5-8c8d-26fb516d82f8,35142,Ambrogio de Franchi,male,mercantes,,,1380–1405,012ca029-69f9-4460-9872-fa04671092b9,29945,62.5,,,62 l. 10 s.,"Andreolo Caito, register 6, 1370–1409, fol. 31r",1405,1405,Genoa,Andreolo Caito,a067dbb7-bf13-4550-8cc0-be7f3e552647,23122,Archivio di stato di Genova,dc3a2e50-0df7-4e24-8970-963cc1ae31c6,
Giovanni Fatinante,male,mercantes,artefices,,,1380–1405,4c2b542c-dc30-4fac-8fe8-8e57c80238d8,27066,Giorgio,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd91,26258,male,13,1392–1405,b645a0f5-60ab-48fb-b036-3daecd6b16f8,35172,Tommaso Ganducio,male,artefices,,,1380–1405,2122e163-b9e5-4fd1-9e7a-d8cf363ffeb1,30955,68.75,,,68 l. 15 s.,"Cristoforo de Revellino, register 24, 1405, volume I, fol. 266r",1405,1405,Genoa,Cristoforo de Revellino,695ab4e7-a4aa-4d98-a754-dc71fa324d91,25512,Archivio di stato di Genova,34f79e4d-3144-4e24-973a-fca616ec7ca7,
Filippo Marchesano,male,mercantes,mercantes,,,1381–1406,abbeb519-df61-48c4-819e-f023f846a416,26885,Margherita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd107,26258,female,22,1384–1406,dbecf6ca-d80d-465d-8b97-af7d7e333146,35475,Giannina Macia,female,mercantes,,,1381–1406,ea95e07e-d15e-4841-bbfd-50fa2e8cb86d,30411,75,,,,"Giovanni de Allegro, register 2, 1400–1407, fol. 210r",1406,1406,Genoa,Giovanni de Allegro,bcb79a1a-c2e8-42f1-9f5a-38a143a67307,23058,Archivio di stato di Genova,6f09cf07-9518-4ab3-9bbc-7d01b0528be2,
Maria de Levanto,female,mercantes,mercantes,,,1381–1406,9af985b5-c56b-481b-9250-7c6d4602abef,27244,Maria,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd122,26258,female,17,1389–1406,3f5edce3-4e21-4634-aef1-47f2a6f966b6,35638,Segurano de Franchi,male,mercantes,,,1381–1406,61c775a9-42ba-4dd0-82cb-b7f779c63ee0,30899,75,,,,"Giovanni de Allegro, register 2, 1400–1407, fol. 205r",1406,1406,Genoa,Giovanni de Allegro,bcb79a1a-c2e8-42f1-9f5a-38a143a67307,23058,Archivio di stato di Genova,ba4b4fd5-db1c-4a78-83a3-a40e4aa42d80,
Francesco de Cabella,male,nobiles,mercantes,,,1381–1406,eab98234-c74f-44df-ab94-f69583c38312,26896,Andrea,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb127,31361,male,22,1384–1406,414f6f41-f84e-480f-86a8-c4a6d50b416a,34843,Oberto Marenco,male,mercantes,,,1381–1406,f310f1d1-2e2a-4a5a-bf34-4c9e96d19ed9,30778,80,,,,"Bartolomeo Gatto, register 9, volume II, 1402–1406, fol. 200v",1406,1406,Genoa,Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Archivio di stato di Genova,2cf03af3-25ec-4484-90be-d56e443c42d7,
Niccolò de Corio,male,mercantes,mercantes,,,1381–1406,de45c813-0f0b-45e2-bf64-15aed8ff2328,27285,Martino,,,,male,,–1406,807c087a-ecd6-4129-8e51-9bc8835b4fa5,35736,Blasio de Monleone,male,mercantes,,Monleone,1381–1406,1fbc7f24-aa6a-49ba-91f6-7adbe2e69ee4,30189,100,,,,"Lorenzo Villa, filza 1, nr. 13",1406,1406,Genoa,Lorenzo de Villa,7787ee2e-670f-42d1-8dd6-9ab7e0144ae3,31249,Archivio di stato di Genova,ae927900-a074-45dc-a9e2-23ae4d4e602f,
Pietro Pinelli,male,nobiles,nobiles,,,1382–1407,6303cdb2-9d3b-4c77-bed9-f2bf69f6b475,27402,Margherita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd58,26258,female,,–1407,db7bf9ce-6754-4f1f-87e4-9e8ead7b8f1e,35538,Ilario de Mari,male,nobiles,,,1382–1407,22c1b3cb-6e3f-4b46-9d38-46a482369914,30590,60,,,,"Bartolomeo Gatto, register 10, volume I, 1407–1412, fol. 58r",1407,1407,Genoa,Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Archivio di stato di Genova,d03828af-86a7-4bfb-ba6e-696d41d6226d,
Pietro Iharlono,male,nobiles,artefices,,,1382–1407,d25d9a2a-d28e-4b70-ab54-9a7d69f5bdb9,27398,Caterina,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd56,26258,female,12,1395–1407,b2aa70f4-286f-43bb-8f3c-4bd26cc9475d,35026,Giovanni de Recho,male,artefices,notarius,Recco,1382–1407,7ce9e1ed-5d2f-4322-aeb7-e7791a19031e,25509,68,,,,"Bartolomeo Gatto, register 10, volume I, 1407–1412, fol. 11r",1407,1407,Genoa,Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Archivio di stato di Genova,d52291e5-1e28-4e56-b8b7-720b475d62fa,
Pietro Iula,male,nobiles,mercantes,,,1382–1407,d25d9a2a-d28e-4b70-ab54-9a7d69f5bdb9,27399,Marino,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd57,26258,female,16,1391–1407,493fb820-bfae-4ec4-b857-6cf3211c98ac,35670,Giovanni Ventrello,male,mercantes,,,1382–1407,b1aab8dc-ab01-4ca4-9918-3926ecc2f9a6,30531,75,,,,"Bartolomeo Gatto, register 10, volume I, 1407–1412, fol. 6r",1407,1407,Genoa,Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Archivio di stato di Genova,fd13c47a-dca7-456b-b32e-98ecb1afff88,
Tommaso Imperiale,male,nobiles,nobiles,,,1382–1407,fe19ffb7-d563-45df-9ca6-e1808185c470,23743,Asperto,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd68,26258,male,25,1382–1407,54ad1a95-3c49-436c-bb56-c4177f24fd20,34880,Simone Cicala,male,nobiles,,,1382–1407,890b348b-7bef-468c-8cde-4a9c8d489c26,23299,75,,,,"Bartolomeo Gatto, register 10, volume I, 1407–1412, fol. 38r",1407,1407,Genoa,Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Archivio di stato di Genova,1b769e56-c5c1-45fd-ace7-77e29caf0a90,
Giovanni de Franchi,male,mercantes,mercantes,,,1382–1407,421f3ad3-d1cd-461b-9521-2d429b39f26b,27043,Giacomo,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb121,31361,male,20,1387–1407,f3cdd7f6-caae-4c84-9d35-11386d1ec2d9,35146,Battista Maruffo,male,mercantes,,,1382–1407,e9ddc2ee-a8fd-4719-b586-5310a4ba0da9,30130,82.5,,,82 l. 10 s.,"Bartolomeo Gatto, register 10, volume I, 1407–1412, fol. 23r",1407,1407,Genoa,Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Archivio di stato di Genova,afad00b6-2b12-40a5-bc03-2cb4929ee603,
Nicolosia Conte,female,nobiles,artefices,,,1383–1408,9228df88-fe71-43f3-a439-952bb62e7025,27312,Margherita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd103,26258,female,28,1380–1408,f32698f4-9647-4b83-85ef-12ff4da1b7a6,35530,Domenico Norando,male,artefices,,Fiaccone,1383–1408,ed46bb95-897c-43bb-a669-970262f61174,30262,75,,,,"Giovanni de Allegro, register 3, 1408–1428, fol. 19r",1408,1408,Genoa,Giovanni de Allegro,bcb79a1a-c2e8-42f1-9f5a-38a143a67307,23058,Archivio di stato di Genova,81c058ac-69b8-4ef2-a18c-9ca35b05c945,36454
Antonio de Salvo,male,artefices,mercantes,notarius,,1383–1408,8374ee21-a48e-4643-a81d-72ca245cda51,26582,Giacobeto,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,male,24,1384–1408,9c25ca93-9f93-43b1-b4ca-3a61d01b46c9,35137,Giovanni Stella,male,mercantes,revenditor raubarum,,1383–1408,a67bbcb5-3bb9-4c4d-8665-eed3338c056f,30526,62,,,,"Giovanni de Allegro, register 3, 1408–1428, fol. 24r",1408,1408,Genoa,Giovanni de Allegro,bcb79a1a-c2e8-42f1-9f5a-38a143a67307,23058,Archivio di stato di Genova,d5dd65cc-8784-42aa-9228-39d89e388830,
Giovanni de Franchi,male,mercantes,artefices,,,1383–1408,421f3ad3-d1cd-461b-9521-2d429b39f26b,27043,Maddalena,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd65,26258,female,16,1392–1408,d099bdc4-42d4-4786-b81e-a501de86d00c,35376,Pino de Saulo,male,artefices,notarius,,1383–1408,8f54e4f5-6d53-410f-a1d2-d12844aa696e,30868,75,,,,"Bartolomeo Gatto, register 10, volume II, 1408, fol. 25r",1408,1408,Genoa,Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Archivio di stato di Genova,1c553b9b-300e-4a7f-ae71-02e839b43547,
Blasio de Monleone,male,artefices,artefices,faber,Monleone,1383–1408,b0bfa157-c1d5-4b51-a54a-f730ddf06045,26758,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb129,31361,female,16,1392–1408,5bebffa6-6f33-489b-a805-cb2de6a72204,34941,Pietro Guarano,male,artefices,seatarius,,1383–1408,8c1d85f9-ec1f-446d-b260-3526d1c74037,30852,80,,,,"Bartolomeo Gatto, register 10, volume II, 1408, fol. 116r",1408,1408,Genoa,Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Archivio di stato di Genova,6231d40b-c8cc-4040-b972-a48b16d373d8,
Ugueto de Parisio,male,mercantes,artefices,,,1383–1408,d3ee707b-ed81-43bb-b913-96b7ed6b1f33,27507,Margherita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb123,31361,female,30,1378–1408,135948d8-b696-4048-a775-24eb94fee99e,35551,Giovanni de Clavaro,male,artefices,notarius,Chiavari,1383–1408,01fdf15d-03e9-4520-8920-ba09540539dc,30462,90,,,,"Bartolomeo Gatto, register 10, volume II, 1408, fol. 18r",1408,1408,Genoa,Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Archivio di stato di Genova,91263462-1700-4d75-85e7-fca311629588,
Dexerino de Guiso,male,mercantes,artefices,,,1383–1408,b41e22fc-c226-470b-a807-4f3b0bd4f06b,26833,Margherita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd52,26258,female,22,1386–1408,a9bc667b-ab3b-43ce-a4be-7d434f0f3a0b,35468,Benedetto de Tacio,male,artefices,draperius,,1383–1408,e6b2d92f-026f-49dd-a2a3-460e733ebdee,30151,95,,,,"Bartolomeo Gatto, register 10, volume II, 1408, fol. 95r",1408,1408,Genoa,Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Archivio di stato di Genova,d4377bf4-c849-4177-a911-ed59fd06a6ea,
Matteo Salvago,male,nobiles,mercantes,,,1383–1408,32960145-0e71-4762-b928-d6be7360efb0,25546,Marta,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd98,26258,female,24,1384–1408,12ee4de7-1cf0-44dd-a96a-7f5e37549bd3,35706,Bartolomeo Blanco,male,mercantes,notarius,,1383–1408,bb143abd-c825-4286-b3be-f2015ec2f843,26635,95,,,,"Giovanni de Allegro, register 3, 1408–1428, fol. 23r",1408,1408,Genoa,Giovanni de Allegro,bcb79a1a-c2e8-42f1-9f5a-38a143a67307,23058,Archivio di stato di Genova,87a6791e-d5c4-4de6-be6e-01e254874b24,
Bartolomeo Cattaneo,male,nobiles,mercantes,,,1383–1408,6269ce4d-7a40-46a9-b4f4-8b9f56f69004,26638,Anna,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd51,26258,female,18,1390–1408,43ba099d-2982-407c-8e72-41d4abb9d220,34852,Battista Giustiniani,male,mercantes,,,1383–1408,232a64c8-3bbe-4b1f-ad69-b2645031c5df,30124,100,,,,"Bartolomeo Gatto, register 10, volume II, 1408, fol. 3v",1408,1408,Genoa,Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Archivio di stato di Genova,caea8b26-c7b4-42cf-8710-f27e19799990,
Eliana,female,nobiles,artefices,,,1384–1409,a9a04df0-ac9c-403c-85ab-3febbac7392e,26866,Marteta,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb96,31361,female,,–1409,f4e3b1ad-0b8f-453d-b50b-dd37f06cd16b,35717,Giovanni Vivolo,male,artefices,barberius,,1384–1409,81545138-7d0c-444c-b7cb-f83fb89e8936,30532,,,28,28 fl.,"Andreolo Caito, register 6, 1370–1409, fol. 196v",1409-06-27,1409,Genoa,Andreolo Caito,a067dbb7-bf13-4550-8cc0-be7f3e552647,23122,Archivio di stato di Genova,1e19fbaf-9bc1-4ebf-a85e-506699fcc51e,
Leonardo Campofregoso,male,mercantes,nobiles,,,1384–1409,e893306b-4d9d-49c2-a57a-42b70e351f2a,27174,Pastorino,Russian,2d4212b0-a07e-494a-a7ba-81f254f52316,31354,male,20,1389–1409,546df1a2-e9bb-400a-af9f-f5fd2d532353,35779,Giacinto Aimari,male,nobiles,,,1384–1409,721b4ed7-6e40-4e37-9c05-698a96156179,30365,80,,,,"Giuliano Canella, register 2, volume I, 1408–1410, fol. 77r",1409,1409,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,3f7d0aba-6742-4e04-b954-5c1dab48b7d1,
Giorgio de Canicia,male,artefices,artefices,notarius,,1384–1409,f0cd3bdb-e046-438a-b11c-f8207c9e2b8f,26998,Margherita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd160,26258,female,14,1395–1409,2f737573-2abd-4823-ac7d-8f1ac0d6d332,35490,Lombardo de Sancto Stefano,male,artefices,notarius,,1384–1409,409a2b77-c594-4a22-98d5-9a99f4980053,30631,82,,,,"Stefano Boccone, filza 1, series I, nr. 206",1409,1409,Genoa,Stefano Boccone,92eba140-587c-4890-a9f1-91fc54c2228e,31262,Archivio di stato di Genova,2d329da9-6e03-4852-af31-8c238c07e8c7,
Clemente Grillo,male,nobiles,mercantes,,,1384–1409,a9b99b2c-c7ef-4eb4-84b5-c33a68165101,26800,an unnamed Tartaran,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,,19,1390–1409,0108c553-6f6d-4d89-ad31-d6fd8396c581,35846,Bartolomeo de Montaldo,male,mercantes,notarius,Montaldo,1384–1409,8b89ce1d-aade-4f32-82ef-16dd84633ccb,30056,86,,,,"Giuliano Canella, register 2, volume I, 1408–1410, fol. 115r",1409,1409,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,0264b1e3-607d-4091-9d68-347eeb730b02,
Niccolò Zucca,male,artefices,nobiles,,Savona,1384–1409,db9f0034-f7b7-44eb-8260-ef06132f02f7,27310,Marta,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb161,31361,female,18,1391–1409,42a10899-531c-42b2-8ff5-de183f3043a7,35707,Niccolò Spinola,male,nobiles,legum doctor,,1384–1409,8ec82e9d-44f4-438d-aeb0-a461628ab110,25748,100,,,,"Giovanni de Allegro, register 3, 1408–1428, fol. 99v",1409,1409,Genoa,Giovanni de Allegro,bcb79a1a-c2e8-42f1-9f5a-38a143a67307,23058,Archivio di stato di Genova,a72ef6e4-e41d-4cc8-af8e-1f9158745f1c,
Maria Usodimare,female,nobiles,mercantes,,,1385–1410,de54aed6-73ea-475e-bb2a-359f257a6d25,27247,Maddalena,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd102,26258,female,30,1380–1410,6279a395-8334-4718-9011-7c90ad0aaba0,35390,Demerode Campiono,male,mercantes,,Savona,1385–1410,0b2ba78b-5e45-4714-b55e-e5fecc07aa08,30243,45,,,,"Giovanni de Allegro, register 3, 1408-1428, fol. 139r",1410,1410,Genoa,Giovanni de Allegro,bcb79a1a-c2e8-42f1-9f5a-38a143a67307,23058,Archivio di stato di Genova,2d4394d3-2577-409e-9e37-ae005251a083,
Melchione Fatinante,male,mercantes,mercantes,presbyter,,1385–1410,65644c7d-1ad3-4f75-86fa-d5a42050efd3,27270,Lanzarotto,Russian,2d4212b0-a07e-494a-a7ba-81f254f52324,31354,male,12,1398–1410,bd1433ce-5c4a-4700-8da5-a19f44494d39,35222,Pietro Bondinario,male,mercantes,,,1385–1410,1e384694-7911-462c-ae3e-079f8e9b26a4,30820,60,,,,"Giuliano Canella, register 2, volume II, 1410–1411, fol. 91v",1410,1410,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,c8e41bea-fefd-49c3-a3f2-d6c0a46dd439,
Damiano Loreto,male,nobiles,nobiles,,,1385–1410,57d9a53c-77cd-48bc-a605-4483792616a4,26828,Margherita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb198,31361,female,26,1384–1410,bb2bc565-0a9b-4cce-b93b-aebc6bb479a7,35465,Niccolò Sauli,male,nobiles,,,1385–1410,12bc6947-47ca-4dcf-9a90-2c8285dbd4e2,25562,90,,,,"Lorenzo Villa, filza 1, nr. 17",1410,1410,Genoa,Lorenzo de Villa,7787ee2e-670f-42d1-8dd6-9ab7e0144ae3,31249,Archivio di stato di Genova,68063704-472e-4f0b-acb6-d3a577adf880,
Giovanni Usodimare,male,nobiles,nobiles,,,1385–1410,e190e766-4942-40bc-b4df-f3629c1afaa0,27099,Bennisia,Russian,2d4212b0-a07e-494a-a7ba-81f254f52328,31354,female,18,1392–1410,c6de868f-655e-4ee7-83b7-d178e89c8b9b,34888,Teodoro Spinola,male,nobiles,,,1385–1410,bc32fe87-3dff-4f84-8b71-43d8817e0818,30935,95,,,,"Giuliano Canella, register 2, volume II, 1410–1411, fol. 36r",1410,1410,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,5191fe0f-9261-4fb9-8ff9-ea7a3f0231ef,
Pellegro de Clavaro,male,artefices,artefices,lanerius,,1385–1410,e03199b2-bdc2-4863-8194-5ef088cc6ac6,27362,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb179,31361,female,19,1391–1410,dbcf3076-83a7-4ed4-b8e5-a3166fe2c2d2,35403,Giacomo Predenza,male,artefices,speciarius,,1385–1410,7989c66b-c0d7-4bf8-aea1-c1767b24f6cb,30401,100,,,,"Giuliano Canella, register 2, volume II, 1410–1411, fol. 58r",1410,1410,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,11b5620a-ef4a-44be-ba62-fb7d12f63446,
Meliaduce de Guisulfis,male,mercantes,artefices,,,1385–1410,cf16e57c-b994-41b1-b3b4-3c8fa5c47cc4,27273,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb166,31361,female,18,1392–1410,9e0415fa-367c-4d3c-8504-7eb90bf10869,35395,Antonio de Quarto,male,artefices,lanerius,Quarto,1385–1410,bd4a90f4-335d-4e12-8c22-8fc02e99e1d8,29993,100,,,,"Giuliano Canella, register 2, volume II, 1410–1411, fol. 36v",1410,1410,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,e1749705-bbd6-4dc3-8ce0-452d72a9e99c,
Corradino de Manarolia,male,artefices,nobiles,,Manarola,1385–1410,1ba0ad13-1063-473b-a97d-a152b8ea08ec,26804,Maria,Russian,2d4212b0-a07e-494a-a7ba-81f254f52326,31354,female,19,1391–1410,fbe9e408-71f4-4422-8cad-970b560a6934,35599,Pietro Ittaliano,male,nobiles,,,1385–1410,3fd0e238-cc47-4020-97d1-90bfa1868ef5,30853,115,,,,"Giuliano Canella, register 2, volume I, 1408–1410, fol. 191r",1410,1410,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,0ffab00b-6129-4a89-97ee-f41396cff5b7,
Giuliano de Gianotto,male,artefices,artefices,notarius,,1386–1411,2372b48f-e051-4635-95cd-cf9a56de4df3,27120,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb200,31361,female,22,1389–1411,b8a17c45-d9c5-409c-ba2a-15a3f74a50fd,35383,Tommaso Ellena,male,artefices,faber,,1386–1411,8b27ddde-28fb-4574-b086-8535d201c12a,30952,90,,,,"Lorenzo Villa, filza 1, nr. 113",1411,1411,Genoa,Lorenzo de Villa,7787ee2e-670f-42d1-8dd6-9ab7e0144ae3,31249,Archivio di stato di Genova,555ae36a-00d5-47c0-b4bb-c1a5a64c13f9,
Tommaso Ellena,male,artefices,artefices,faber,,1386–1411,0e9311c6-27fb-4743-b21b-1d14d9fe7dc4,27493,Agnese,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb197,31361,female,15,1396–1411,b3a260d4-cfe1-4e5d-bfaa-ce15c536397a,34824,Giuliano Ianoto,male,artefices,notarius,,1386–1411,f1ee104e-d4fb-4f95-969c-bb7bcbe7f787,30556,90,,,,"Lorenzo Villa, filza 1, nr. 113",1411,1411,Genoa,Lorenzo de Villa,7787ee2e-670f-42d1-8dd6-9ab7e0144ae3,31249,Archivio di stato di Genova,f27ba328-43fd-4d96-baa2-fc7b36e69ba9,
Antonio Ittaliano,male,nobiles,mercantes,,,1386–1411,151f70d2-b45e-415d-8622-061dfb0fd75d,23750,Maria,Russian,2d4212b0-a07e-494a-a7ba-81f254f52313,31354,female,19,1392–1411,55db69a7-bbd2-4d38-a099-f45dfe0330a8,35570,Battista Zaccaria,male,mercantes,,,1386–1411,c6e2badd-55e2-4684-99a8-2278d2c16c97,30140,90,,,,"Giuliano Canella, register 2, volume II, 1410–1411, fol. 114r",1411,1411,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,35a11ef5-fc48-495d-857c-bfe1149aebc3,
Michele Zoco,male,artefices,artefices,,Savona,1386–1411,6f15ce26-35e3-41ac-8723-a343113c05fc,27279,an unnamed person,,,,,,1411–1411,a5d7804b-0592-4bc2-a2f2-0800da002891,35876,Battista Zoco,male,artefices,,Savona,1386–1411,e3c9adf5-34f8-4520-9cfe-86a3e53b0202,30141,100,,,,"Lorenzo Villa, filza 1, nr. 94",1411,1411,Genoa,Lorenzo de Villa,7787ee2e-670f-42d1-8dd6-9ab7e0144ae3,31249,Archivio di stato di Genova,a8f60778-31fe-4e91-8e17-19fe177bf3ab,
Violante Carmandino,female,nobiles,mercantes,,,1387–1412,d13d996c-c7bf-4a23-804a-5065bfe1ed1b,27513,Marta,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd140,26258,female,25,1387–1412,744c4b0d-1cfe-4418-8a58-b1dd60cf1ee7,35716,Pietro Palmario,male,mercantes,,,1387–1412,a53fc25d-51a7-4e98-9446-1ebe974689d3,30858,77.08,,,77 l. 1 d. 8 s.,"Giuliano Canella, register 3, 1412–1413, fol. 107r",1412,1412,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,98e0232e-d08d-4f4f-87a6-4f7af27cb9c6,
Antonio Squarciafico,male,nobiles,artefices,,,1387–1412,ced88b50-4a12-4c4a-835d-e7c5cb363743,26614,Lucia,Russian,2d4212b0-a07e-494a-a7ba-81f254f52310,31354,female,14,1398–1412,3c91c578-0049-4f70-9c54-8736fe96d07d,35240,Andalòne Valencone,male,artefices,macarolius,,1387–1412,e5a48151-248e-4566-9304-db5e954bb76b,29953,64,,,,"Giuliano Canella, register 3, 1412–1413, fol. 186r",1412,1412,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,3e2d0d97-7847-4494-85b2-15d4cca03364,
Giovanni de Cucurno,male,artefices,nobiles,coperterius,,1387–1412,221cab15-48d5-48ac-820b-9df8823ff2bc,27042,Margherita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb170,31361,female,14,1398–1412,546be89c-66f3-4dcd-8e9e-09fb88671797,35496,Bonino Rosiano,male,nobiles,,,1387–1412,e5053603-f82e-419c-823e-581926739e11,30194,98,,,,"Giuliano Canella, register 3, 1412–1413, fol. 22r",1412,1412,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,8422b8ce-b037-4a3d-a8b3-d57acad889df,
Antonio de Bargalio,male,artefices,mercantes,canabacerius,Bargagli,1387–1412,6d12c37d-1cac-4667-abad-168c812cd304,26549,Margarita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd135,26258,female,24,1388–1412,7921f00a-736f-4898-a58e-2f5a085c7662,35417,Giovanni de Oliva,male,mercantes,,,1387–1412,598ebc8c-7892-4172-a583-02e736400cd8,25405,100,,,,"Giuliano Canella, register 3, 1412–1413, fol. 121r",1412,1412,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,918236b5-fa6e-45de-824b-7f3c34a35b71,
Tommaso Sofia,male,mercantes,mercantes,,,1387–1412,4f6ed668-31bc-499b-bf4c-8ecbbd1b7572,27498,Martino,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,male,14,1398–1412,ac8cd43b-9756-4266-bf16-44017f2710e0,35737,Baliano de Porta,male,mercantes,bancherotus,,1387–1412,930eb1dc-e6fd-4ea8-a99d-471a082eeb04,30031,,,,,"Giuliano Canella, register 3, 1412–1413, fol. 111r",1412,1412,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,914b60b8-a475-423e-a707-0c986b1a939f,
Carlo Spinola,male,nobiles,nobiles,,,1387–1412,ef39df8f-b037-4f86-a657-c0561bef1c14,26775,Marta,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,17,1395–1412,bbd830d9-a2c5-4194-b71f-a9763a2a7fa3,35685,Andrea Usodimare,male,nobiles,,,1387–1412,a17ca15d-d0c2-4641-9aa2-d367f345abfe,29964,,,,,"Giuliano Canella, register 3, 1412–1413, fol. 47r",1412,1412,Genoa,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Archivio di stato di Genova,b9cab49d-5042-44f0-a60c-b624bb9a43a0,
Tommaso de Marini,male,nobiles,nobiles,,,1388–1413,cf51d64f-c03c-4567-96bc-b0c54f39529c,27487,Caterina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52341,31354,female,16,1397–1413,79193d0b-f340-41e4-918a-0db3325f8413,35043,Caterina Cattaneo,female,nobiles,,,1388–1413,fcdf7853-3658-40dc-b445-40db3a66f5c5,30200,90,,,,"Paolo Foglietta, filza 1, series I, nr. 190",1413,1413,Genoa,Paolo Foglietta,b84177e0-a86a-40bb-8cd5-ea2ad8ad9bd1,31251,Archivio di stato di Genova,05175f00-4bcd-44b4-9466-3333d02094e2,
